file_name,total_length,avg_slope,label
sample (2150).sor,20.11,2.1365,Bend
sample (2151).sor,20.11,2.229,Bend
sample (2152).sor,20.11,2.1319,Bend
sample (2153).sor,20.11,2.1656,Bend
sample (2154).sor,20.11,2.1057,Bend
sample (2155).sor,20.11,2.1987,Bend
sample (2156).sor,20.11,2.1477,Bend
sample (2157).sor,20.11,2.1629,Bend
sample (2158).sor,20.11,2.1028,Bend
sample (2159).sor,20.11,2.2027,Bend
sample (216).sor,5.027,8.386,Bend
sample (2160).sor,20.11,2.1191,Bend
sample (2161).sor,20.11,2.2258,Bend
sample (2162).sor,20.11,2.164,Bend
sample (2163).sor,20.11,2.2357,Bend
sample (2164).sor,20.11,2.1396,Bend
sample (2165).sor,20.11,1.9934,Bend
sample (2166).sor,20.11,2.1594,Bend
sample (2167).sor,20.11,2.2132,Bend
sample (2168).sor,20.11,2.0785,Bend
sample (2169).sor,20.11,2.2015,Bend
sample (217).sor,5.027,8.5123,Bend
sample (2170).sor,20.11,2.174,Bend
sample (2171).sor,20.11,2.1874,Bend
sample (2172).sor,20.11,2.1478,Bend
sample (2173).sor,20.11,1.6527,Bend
sample (2174).sor,20.11,1.5585,Bend
sample (2175).sor,20.11,2.2203,Bend
sample (2176).sor,20.11,2.0686,Bend
sample (2177).sor,20.11,2.172,Bend
sample (2178).sor,20.11,2.1245,Bend
sample (2179).sor,20.11,2.0055,Bend
sample (218).sor,5.027,8.3206,Bend
sample (2180).sor,20.11,1.7723,Bend
sample (2181).sor,20.11,2.2437,Bend
sample (2182).sor,20.11,2.1142,Bend
sample (2183).sor,20.11,2.1477,Bend
sample (2184).sor,20.11,2.0481,Bend
sample (2185).sor,20.11,2.2126,Bend
sample (2186).sor,20.11,2.1463,Bend
sample (2187).sor,20.11,2.2296,Bend
sample (2188).sor,20.11,2.1436,Bend
sample (2189).sor,20.11,2.181,Bend
sample (219).sor,5.027,8.6234,Bend
sample (2190).sor,20.11,2.1316,Bend
sample (2191).sor,20.11,2.1761,Bend
sample (2192).sor,20.11,2.0978,Bend
sample (2193).sor,20.11,2.1726,Bend
sample (2194).sor,20.11,2.0979,Bend
sample (2195).sor,20.11,2.2094,Bend
sample (2196).sor,20.11,2.1077,Bend
sample (2197).sor,20.11,2.241,Bend
sample (2198).sor,20.11,2.0856,Bend
sample (2199).sor,20.11,2.2105,Bend
sample (22).sor,5.027,8.3214,Bend
sample (220).sor,5.027,8.3849,Bend
sample (2200).sor,20.11,2.1854,Bend
sample (2201).sor,20.11,2.1147,Bend
sample (2202).sor,20.11,2.0973,Bend
sample (2203).sor,20.11,2.1382,Bend
sample (2204).sor,20.11,2.0976,Bend
sample (2205).sor,20.11,2.1512,Bend
sample (2206).sor,20.11,2.0985,Bend
sample (2207).sor,20.11,2.1629,Bend
sample (2208).sor,20.11,2.0427,Bend
sample (2209).sor,20.11,2.1753,Bend
sample (221).sor,5.027,8.6379,Bend
sample (2210).sor,20.11,2.1392,Bend
sample (2211).sor,20.11,2.1626,Bend
sample (2212).sor,20.11,2.1003,Bend
sample (2213).sor,20.11,2.1147,Bend
sample (2214).sor,20.11,2.092,Bend
sample (2215).sor,20.11,2.2227,Bend
sample (2216).sor,20.11,2.1195,Bend
sample (2217).sor,20.11,2.2548,Bend
sample (2218).sor,20.11,2.1205,Bend
sample (2219).sor,20.11,2.1889,Bend
sample (222).sor,5.027,8.3635,Bend
sample (2220).sor,20.11,2.0823,Bend
sample (2221).sor,20.11,2.1302,Bend
sample (2222).sor,20.11,2.0559,Bend
sample (2223).sor,20.11,2.1933,Bend
sample (2224).sor,20.11,2.1203,Bend
sample (2225).sor,20.11,2.1489,Bend
sample (2226).sor,20.11,2.0555,Bend
sample (2227).sor,20.11,2.1974,Bend
sample (2228).sor,20.11,2.0673,Bend
sample (2229).sor,20.11,2.2155,Bend
sample (223).sor,5.027,8.6495,Bend
sample (2230).sor,20.11,2.0471,Bend
sample (2231).sor,20.11,2.207,Bend
sample (2232).sor,20.11,2.1546,Bend
sample (2233).sor,20.11,2.2166,Bend
sample (2234).sor,20.11,2.0928,Bend
sample (2235).sor,20.11,2.2262,Bend
sample (2236).sor,20.11,2.1219,Bend
sample (2237).sor,20.11,2.1355,Bend
sample (2238).sor,20.11,2.0515,Bend
sample (2239).sor,20.11,2.1684,Bend
sample (224).sor,5.027,8.3285,Bend
sample (2240).sor,20.11,2.039,Bend
sample (2241).sor,20.11,2.2259,Bend
sample (2242).sor,20.11,2.0556,Bend
sample (2243).sor,20.11,2.2146,Bend
sample (2244).sor,20.11,2.025,Bend
sample (2245).sor,20.11,2.1828,Bend
sample (2246).sor,20.11,2.0997,Bend
sample (2247).sor,20.11,2.1336,Bend
sample (2248).sor,20.11,2.0405,Bend
sample (2249).sor,20.11,2.1863,Bend
sample (225).sor,5.027,8.7158,Bend
sample (2250).sor,20.11,2.0729,Bend
sample (2251).sor,20.11,2.1218,Bend
sample (2252).sor,20.11,2.0605,Bend
sample (2253).sor,20.11,2.1799,Bend
sample (2254).sor,20.11,2.1094,Bend
sample (2255).sor,20.11,2.1487,Bend
sample (2256).sor,20.11,2.0793,Bend
sample (2257).sor,20.11,2.1799,Bend
sample (2258).sor,20.11,2.0567,Bend
sample (2259).sor,20.11,2.1043,Bend
sample (226).sor,5.027,8.3783,Bend
sample (2260).sor,20.11,2.0565,Bend
sample (2261).sor,20.11,2.1401,Bend
sample (2262).sor,20.11,1.9961,Bend
sample (2263).sor,20.11,2.23,Bend
sample (2264).sor,20.11,2.0659,Bend
sample (2265).sor,20.11,2.246,Bend
sample (2266).sor,20.11,2.0667,Bend
sample (2267).sor,20.11,2.1974,Bend
sample (2268).sor,20.11,2.0723,Bend
sample (2269).sor,20.11,2.1516,Bend
sample (227).sor,5.027,8.5639,Bend
sample (2270).sor,20.11,2.066,Bend
sample (2271).sor,20.11,2.1643,Bend
sample (2272).sor,20.11,2.0241,Bend
sample (2273).sor,20.11,2.1681,Bend
sample (2274).sor,20.11,2.0909,Bend
sample (2275).sor,20.11,2.1756,Bend
sample (2276).sor,20.11,2.0693,Bend
sample (2277).sor,20.11,2.1767,Bend
sample (2278).sor,20.11,2.0728,Bend
sample (2279).sor,20.11,2.2402,Bend
sample (228).sor,5.027,8.4092,Bend
sample (2280).sor,20.11,2.0617,Bend
sample (2281).sor,20.11,2.1668,Bend
sample (2282).sor,20.11,2.0566,Bend
sample (2283).sor,20.11,2.1982,Bend
sample (2284).sor,20.11,2.0636,Bend
sample (2285).sor,20.11,2.2284,Bend
sample (2286).sor,20.11,2.1378,Bend
sample (2287).sor,20.11,2.2286,Bend
sample (2288).sor,20.11,2.115,Bend
sample (2289).sor,20.11,2.1591,Bend
sample (229).sor,5.027,8.6748,Bend
sample (2290).sor,20.11,2.081,Bend
sample (2291).sor,20.11,2.2226,Bend
sample (2292).sor,20.11,2.0702,Bend
sample (2293).sor,20.11,2.1994,Bend
sample (2294).sor,20.11,2.0291,Bend
sample (2295).sor,20.11,2.2115,Bend
sample (2296).sor,20.11,2.0372,Bend
sample (2297).sor,20.11,2.212,Bend
sample (2298).sor,20.11,2.0338,Bend
sample (2299).sor,20.11,2.1859,Bend
sample (23).sor,5.027,8.6489,Bend
sample (230).sor,5.027,8.3734,Bend
sample (2300).sor,20.11,2.0476,Bend
sample (2301).sor,20.11,2.171,Bend
sample (2302).sor,20.11,2.0717,Bend
sample (2303).sor,20.11,2.2192,Bend
sample (2304).sor,20.11,2.1233,Bend
sample (2305).sor,20.11,2.1852,Bend
sample (2306).sor,20.11,2.0874,Bend
sample (2307).sor,20.11,2.1732,Bend
sample (2308).sor,20.11,2.0475,Bend
sample (2309).sor,20.11,2.1634,Bend
sample (231).sor,5.027,8.6589,Bend
sample (2310).sor,20.11,2.0596,Bend
sample (2311).sor,20.11,2.1938,Bend
sample (2312).sor,20.11,2.0517,Bend
sample (2313).sor,20.11,2.1865,Bend
sample (2314).sor,20.11,2.0794,Bend
sample (2315).sor,20.11,2.2386,Bend
sample (2316).sor,20.11,2.0454,Bend
sample (2317).sor,20.11,2.1937,Bend
sample (2318).sor,20.11,2.0505,Bend
sample (2319).sor,20.11,2.1995,Bend
sample (232).sor,5.027,8.3644,Bend
sample (2320).sor,20.11,2.0796,Bend
sample (2321).sor,20.11,2.1556,Bend
sample (2322).sor,20.11,2.0704,Bend
sample (2323).sor,20.11,2.1852,Bend
sample (2324).sor,20.11,2.0963,Bend
sample (2325).sor,20.11,2.1938,Bend
sample (2326).sor,20.11,2.03,Bend
sample (2327).sor,20.11,2.1919,Bend
sample (2328).sor,20.11,2.0345,Bend
sample (2329).sor,20.11,2.2304,Bend
sample (233).sor,5.027,8.5837,Bend
sample (2330).sor,20.11,2.0518,Bend
sample (2331).sor,20.11,2.2041,Bend
sample (2332).sor,20.11,2.1103,Bend
sample (2333).sor,20.11,2.1569,Bend
sample (2334).sor,20.11,2.074,Bend
sample (2335).sor,20.11,2.1786,Bend
sample (2336).sor,20.11,2.0347,Bend
sample (2337).sor,20.11,2.1771,Bend
sample (2338).sor,20.11,2.0611,Bend
sample (2339).sor,20.11,2.1828,Bend
sample (234).sor,5.027,8.3168,Bend
sample (2340).sor,20.11,2.0609,Bend
sample (2341).sor,20.11,2.1761,Bend
sample (2342).sor,20.11,2.0735,Bend
sample (2343).sor,20.11,2.1706,Bend
sample (2344).sor,20.11,2.0466,Bend
sample (2345).sor,20.11,2.2269,Bend
sample (2346).sor,20.11,2.0735,Bend
sample (2347).sor,20.11,2.1841,Bend
sample (2348).sor,20.11,2.0562,Bend
sample (2349).sor,20.11,2.226,Bend
sample (235).sor,5.027,8.6456,Bend
sample (2350).sor,20.11,2.0514,Bend
sample (2351).sor,20.11,2.1805,Bend
sample (2352).sor,20.11,2.0755,Bend
sample (2353).sor,20.11,2.1458,Bend
sample (2354).sor,20.11,2.0602,Bend
sample (2355).sor,20.11,2.2311,Bend
sample (2356).sor,20.11,2.0752,Bend
sample (2357).sor,20.11,2.1697,Bend
sample (2358).sor,20.11,2.0319,Bend
sample (2359).sor,20.11,2.1776,Bend
sample (236).sor,5.027,8.2972,Bend
sample (2360).sor,20.11,2.0565,Bend
sample (2361).sor,20.11,2.1602,Bend
sample (2362).sor,20.11,2.0719,Bend
sample (2363).sor,20.11,2.1555,Bend
sample (2364).sor,20.11,2.0591,Bend
sample (2365).sor,20.11,2.1749,Bend
sample (2366).sor,20.11,2.069,Bend
sample (2367).sor,20.11,2.1979,Bend
sample (2368).sor,20.11,2.0456,Bend
sample (2369).sor,20.11,2.1594,Bend
sample (237).sor,5.027,8.7319,Bend
sample (2370).sor,20.11,2.0464,Bend
sample (2371).sor,20.11,2.1873,Bend
sample (2372).sor,20.11,2.0781,Bend
sample (2373).sor,20.11,2.1638,Bend
sample (2374).sor,20.11,2.0504,Bend
sample (2375).sor,20.11,2.2371,Bend
sample (2376).sor,20.11,2.0503,Bend
sample (2377).sor,20.11,2.1453,Bend
sample (2378).sor,20.11,2.0361,Bend
sample (2379).sor,20.11,2.2388,Bend
sample (238).sor,5.027,8.4845,Bend
sample (2380).sor,20.11,2.0574,Bend
sample (2381).sor,20.11,2.2347,Bend
sample (2382).sor,20.11,2.0867,Bend
sample (2383).sor,20.11,2.1906,Bend
sample (2384).sor,20.11,2.0606,Bend
sample (2385).sor,20.11,2.2481,Bend
sample (2386).sor,20.11,2.1414,Bend
sample (2387).sor,20.11,2.1846,Bend
sample (2388).sor,20.11,2.0833,Bend
sample (2389).sor,20.11,2.2036,Bend
sample (239).sor,5.027,8.6268,Bend
sample (2390).sor,20.11,2.0532,Bend
sample (2391).sor,20.11,2.1764,Bend
sample (2392).sor,20.11,2.0659,Bend
sample (2393).sor,20.11,2.1834,Bend
sample (2394).sor,20.11,2.033,Bend
sample (2395).sor,20.11,2.1879,Bend
sample (2396).sor,20.11,2.0705,Bend
sample (2397).sor,20.11,2.1703,Bend
sample (2398).sor,20.11,2.0412,Bend
sample (2399).sor,20.11,2.1525,Bend
sample (24).sor,5.027,8.3074,Bend
sample (240).sor,5.027,8.4246,Bend
sample (2400).sor,20.11,2.084,Bend
sample (2401).sor,20.11,2.2009,Bend
sample (2402).sor,20.11,2.0393,Bend
sample (2403).sor,20.11,2.2128,Bend
sample (2404).sor,20.11,2.078,Bend
sample (2405).sor,20.11,1.7716,Bend
sample (2406).sor,20.11,1.6104,Bend
sample (2407).sor,20.11,1.7993,Bend
sample (2408).sor,20.11,1.5837,Bend
sample (2409).sor,20.11,1.7973,Bend
sample (241).sor,5.027,8.6608,Bend
sample (2410).sor,20.11,1.6208,Bend
sample (2411).sor,20.11,1.7337,Bend
sample (2412).sor,20.11,1.6092,Bend
sample (2413).sor,20.11,1.7847,Bend
sample (2414).sor,20.11,1.5714,Bend
sample (2415).sor,20.11,1.8256,Bend
sample (2416).sor,20.11,1.5854,Bend
sample (2417).sor,20.11,1.7408,Bend
sample (2418).sor,20.11,1.5674,Bend
sample (2419).sor,20.11,1.8379,Bend
sample (242).sor,5.027,8.4488,Bend
sample (2420).sor,20.11,1.6443,Bend
sample (2421).sor,20.11,1.7758,Bend
sample (2422).sor,20.11,1.6193,Bend
sample (2423).sor,20.11,1.736,Bend
sample (2424).sor,20.11,1.5893,Bend
sample (2425).sor,20.11,1.7695,Bend
sample (2426).sor,20.11,1.554,Bend
sample (2427).sor,20.11,1.8074,Bend
sample (2428).sor,20.11,1.6492,Bend
sample (2429).sor,20.11,1.7909,Bend
sample (243).sor,5.027,8.6263,Bend
sample (2430).sor,20.11,1.5971,Bend
sample (2431).sor,20.11,1.7975,Bend
sample (2432).sor,20.11,1.5999,Bend
sample (2433).sor,20.11,1.8082,Bend
sample (2434).sor,20.11,1.6386,Bend
sample (2435).sor,20.11,1.8263,Bend
sample (2436).sor,20.11,1.6457,Bend
sample (2437).sor,20.11,1.8309,Bend
sample (2438).sor,20.11,1.6447,Bend
sample (2439).sor,20.11,1.8293,Bend
sample (244).sor,5.027,8.2702,Bend
sample (2440).sor,20.11,1.6581,Bend
sample (2441).sor,20.11,1.7889,Bend
sample (2442).sor,20.11,1.632,Bend
sample (2443).sor,20.11,1.832,Bend
sample (2444).sor,20.11,1.5829,Bend
sample (2445).sor,20.11,1.8677,Bend
sample (2446).sor,20.11,1.683,Bend
sample (2447).sor,20.11,1.8173,Bend
sample (2448).sor,20.11,1.6145,Bend
sample (2449).sor,20.11,1.8145,Bend
sample (245).sor,10.055,0.3615,Normal
sample (2450).sor,20.11,1.6168,Bend
sample (2451).sor,20.11,1.8376,Bend
sample (2452).sor,20.11,1.6247,Bend
sample (2453).sor,20.11,1.6968,Bend
sample (2454).sor,20.11,1.5492,Bend
sample (2455).sor,20.11,1.8656,Bend
sample (2456).sor,20.11,1.6533,Bend
sample (2457).sor,20.11,1.846,Bend
sample (2458).sor,20.11,1.6539,Bend
sample (2459).sor,20.11,1.8755,Bend
sample (246).sor,10.055,0.2158,Normal
sample (2460).sor,20.11,1.627,Bend
sample (2461).sor,20.11,1.8082,Bend
sample (2462).sor,20.11,1.6216,Bend
sample (2463).sor,20.11,1.857,Bend
sample (2464).sor,20.11,1.6859,Bend
sample (2465).sor,20.11,1.8484,Bend
sample (2466).sor,20.11,1.6243,Bend
sample (2467).sor,20.11,1.2955,Bend
sample (2468).sor,20.11,1.1999,Bend
sample (2469).sor,20.11,1.8971,Bend
sample (247).sor,10.055,0.3662,Normal
sample (2470).sor,20.11,1.6921,Bend
sample (2471).sor,20.11,1.8675,Bend
sample (2472).sor,20.11,1.6664,Bend
sample (2473).sor,20.11,1.8824,Bend
sample (2474).sor,20.11,1.7117,Bend
sample (2475).sor,20.11,1.8219,Bend
sample (2476).sor,20.11,1.6536,Bend
sample (2477).sor,20.11,1.8796,Bend
sample (2478).sor,20.11,1.68,Bend
sample (2479).sor,20.11,1.8527,Bend
sample (248).sor,10.055,0.2133,Normal
sample (2480).sor,20.11,1.6659,Bend
sample (2481).sor,20.11,1.8134,Bend
sample (2482).sor,20.11,1.6796,Bend
sample (2483).sor,20.11,1.8454,Bend
sample (2484).sor,20.11,1.6442,Bend
sample (2485).sor,20.11,1.8436,Bend
sample (2486).sor,20.11,1.702,Bend
sample (2487).sor,20.11,1.8602,Bend
sample (2488).sor,20.11,1.6619,Bend
sample (2489).sor,20.11,1.8572,Bend
sample (249).sor,10.055,0.377,Normal
sample (2490).sor,20.11,1.6584,Bend
sample (2491).sor,20.11,1.8047,Bend
sample (2492).sor,20.11,1.6434,Bend
sample (2493).sor,20.11,1.8296,Bend
sample (2494).sor,20.11,1.6757,Bend
sample (2495).sor,20.11,1.8486,Bend
sample (2496).sor,20.11,1.6399,Bend
sample (2497).sor,20.11,1.8407,Bend
sample (2498).sor,20.11,1.6358,Bend
sample (2499).sor,20.11,1.7863,Bend
sample (25).sor,5.027,8.5815,Bend
sample (250).sor,10.055,0.2216,Normal
sample (2500).sor,20.11,1.6118,Bend
sample (2501).sor,20.11,1.8711,Bend
sample (2502).sor,20.11,1.6973,Bend
sample (2503).sor,20.11,1.2485,Bend
sample (2504).sor,20.11,1.1266,Bend
sample (2505).sor,20.11,1.8225,Bend
sample (2506).sor,20.11,1.6656,Bend
sample (2507).sor,20.11,1.8664,Bend
sample (2508).sor,20.11,1.6835,Bend
sample (2509).sor,20.11,1.8206,Bend
sample (251).sor,10.055,0.3219,Normal
sample (2510).sor,20.11,1.6704,Bend
sample (2511).sor,20.11,1.8342,Bend
sample (2512).sor,20.11,1.6639,Bend
sample (2513).sor,20.11,1.8245,Bend
sample (2514).sor,20.11,1.6166,Bend
sample (2515).sor,20.11,1.8148,Bend
sample (2516).sor,20.11,1.6076,Bend
sample (2517).sor,20.11,1.8595,Bend
sample (2518).sor,20.11,1.6594,Bend
sample (2519).sor,20.11,1.8428,Bend
sample (252).sor,10.055,0.1806,Normal
sample (2520).sor,20.11,1.6585,Bend
sample (2521).sor,20.11,1.8122,Bend
sample (2522).sor,20.11,1.6113,Bend
sample (2523).sor,20.11,1.8365,Bend
sample (2524).sor,20.11,1.6818,Bend
sample (2525).sor,20.11,1.7853,Bend
sample (2526).sor,20.11,1.6245,Bend
sample (2527).sor,20.11,1.8621,Bend
sample (2528).sor,20.11,1.6037,Bend
sample (2529).sor,20.11,1.7508,Bend
sample (253).sor,10.055,0.3971,Normal
sample (2530).sor,20.11,1.5874,Bend
sample (2531).sor,20.11,1.8171,Bend
sample (2532).sor,20.11,1.6383,Bend
sample (2533).sor,20.11,1.8478,Bend
sample (2534).sor,20.11,1.6964,Bend
sample (2535).sor,20.11,1.8794,Bend
sample (2536).sor,20.11,1.7021,Bend
sample (2537).sor,20.11,1.9202,Bend
sample (2538).sor,20.11,1.6464,Bend
sample (2539).sor,20.11,1.8528,Bend
sample (254).sor,10.055,0.2288,Normal
sample (2540).sor,20.11,1.6564,Bend
sample (2541).sor,20.11,1.8196,Bend
sample (2542).sor,20.11,1.6059,Bend
sample (2543).sor,20.11,1.8019,Bend
sample (2544).sor,20.11,1.6322,Bend
sample (2545).sor,20.11,1.8092,Bend
sample (2546).sor,20.11,1.6527,Bend
sample (2547).sor,20.11,1.8404,Bend
sample (2548).sor,20.11,1.6413,Bend
sample (2549).sor,20.11,1.8579,Bend
sample (255).sor,10.055,0.3473,Normal
sample (2550).sor,20.11,1.6836,Bend
sample (2551).sor,20.11,1.8052,Bend
sample (2552).sor,20.11,1.6284,Bend
sample (2553).sor,20.11,1.8294,Bend
sample (2554).sor,20.11,1.6582,Bend
sample (2555).sor,20.11,1.8042,Bend
sample (2556).sor,20.11,1.6433,Bend
sample (2557).sor,20.11,1.8164,Bend
sample (2558).sor,20.11,1.6325,Bend
sample (2559).sor,20.11,1.8457,Bend
sample (256).sor,10.055,0.203,Normal
sample (2560).sor,20.11,1.6778,Bend
sample (2561).sor,20.11,1.8465,Bend
sample (2562).sor,20.11,1.6503,Bend
sample (2563).sor,20.11,1.7782,Bend
sample (2564).sor,20.11,1.074,Bend
sample (2565).sor,20.11,1.8076,Bend
sample (2566).sor,20.11,1.6541,Bend
sample (2567).sor,20.11,1.8304,Bend
sample (2568).sor,20.11,1.681,Bend
sample (2569).sor,20.11,1.8254,Bend
sample (257).sor,10.055,0.3771,Normal
sample (2570).sor,20.11,1.6542,Bend
sample (2571).sor,20.11,1.7854,Bend
sample (2572).sor,20.11,1.6334,Bend
sample (2573).sor,20.11,1.8731,Bend
sample (2574).sor,20.11,1.6612,Bend
sample (2575).sor,20.11,1.8019,Bend
sample (2576).sor,20.11,1.6329,Bend
sample (2577).sor,20.11,1.851,Bend
sample (2578).sor,20.11,1.641,Bend
sample (2579).sor,20.11,1.7988,Bend
sample (258).sor,10.055,0.2184,Normal
sample (2580).sor,20.11,1.5584,Bend
sample (2581).sor,20.11,1.7695,Bend
sample (2582).sor,20.11,1.6028,Bend
sample (2583).sor,20.11,1.7531,Bend
sample (2584).sor,20.11,1.5696,Bend
sample (2585).sor,20.11,1.7754,Bend
sample (2586).sor,20.11,1.5793,Bend
sample (2587).sor,20.11,1.8287,Bend
sample (2588).sor,20.11,1.6141,Bend
sample (2589).sor,20.11,1.7884,Bend
sample (259).sor,10.055,0.3502,Normal
sample (2590).sor,20.11,1.6398,Bend
sample (2591).sor,20.11,1.7728,Bend
sample (2592).sor,20.11,1.5732,Bend
sample (2593).sor,20.11,1.8147,Bend
sample (2594).sor,20.11,1.5901,Bend
sample (2595).sor,20.11,1.4478,Bend
sample (2596).sor,20.11,1.1449,Bend
sample (2597).sor,20.11,1.8354,Bend
sample (2598).sor,20.11,1.5969,Bend
sample (2599).sor,20.11,1.8134,Bend
sample (26).sor,5.027,8.3001,Bend
sample (260).sor,10.055,0.2034,Normal
sample (2600).sor,20.11,1.629,Bend
sample (2601).sor,20.11,1.7476,Bend
sample (2602).sor,20.11,1.5688,Bend
sample (2603).sor,20.11,1.7577,Bend
sample (2604).sor,20.11,1.598,Bend
sample (2605).sor,20.11,1.8233,Bend
sample (2606).sor,20.11,1.6878,Bend
sample (2607).sor,20.11,1.7884,Bend
sample (2608).sor,20.11,1.5729,Bend
sample (2609).sor,20.11,1.7978,Bend
sample (261).sor,10.055,0.364,Normal
sample (2610).sor,20.11,1.6299,Bend
sample (2611).sor,20.11,1.8337,Bend
sample (2612).sor,20.11,1.6112,Bend
sample (2613).sor,20.11,1.7956,Bend
sample (2614).sor,20.11,1.6474,Bend
sample (2615).sor,20.11,1.7795,Bend
sample (2616).sor,20.11,1.5912,Bend
sample (2617).sor,20.11,1.7704,Bend
sample (2618).sor,20.11,1.651,Bend
sample (2619).sor,20.11,1.8348,Bend
sample (262).sor,10.055,0.211,Normal
sample (2620).sor,20.11,1.659,Bend
sample (2621).sor,20.11,1.7798,Bend
sample (2622).sor,20.11,1.5647,Bend
sample (2623).sor,20.11,1.8224,Bend
sample (2624).sor,20.11,1.6069,Bend
sample (2625).sor,20.11,1.7607,Bend
sample (2626).sor,20.11,1.5828,Bend
sample (2627).sor,20.11,1.8209,Bend
sample (2628).sor,20.11,1.5731,Bend
sample (2629).sor,20.11,1.7835,Bend
sample (263).sor,10.055,0.3227,Normal
sample (2630).sor,20.11,1.5833,Bend
sample (2631).sor,20.11,1.7815,Bend
sample (2632).sor,20.11,1.6261,Bend
sample (2633).sor,20.11,1.8194,Bend
sample (2634).sor,20.11,1.6185,Bend
sample (2635).sor,20.11,1.8113,Bend
sample (2636).sor,20.11,1.601,Bend
sample (2637).sor,20.11,1.7918,Bend
sample (2638).sor,20.11,1.6083,Bend
sample (2639).sor,20.11,1.779,Bend
sample (264).sor,10.055,0.1798,Normal
sample (2640).sor,20.11,1.6092,Bend
sample (2641).sor,20.11,1.8304,Bend
sample (2642).sor,20.11,1.6567,Bend
sample (2643).sor,20.11,1.796,Bend
sample (2644).sor,20.11,1.6252,Bend
sample (2645).sor,20.11,1.762,Bend
sample (2646).sor,20.11,1.5943,Bend
sample (2647).sor,20.11,1.839,Bend
sample (2648).sor,20.11,1.6137,Bend
sample (2649).sor,20.11,1.801,Bend
sample (265).sor,10.055,0.329,Normal
sample (2650).sor,20.11,1.6018,Bend
sample (2651).sor,20.11,1.8211,Bend
sample (2652).sor,20.11,1.6245,Bend
sample (2653).sor,20.11,1.7915,Bend
sample (2654).sor,20.11,1.6349,Bend
sample (2655).sor,20.11,1.8086,Bend
sample (2656).sor,20.11,1.6104,Bend
sample (2657).sor,20.11,1.7743,Bend
sample (2658).sor,20.11,1.6028,Bend
sample (2659).sor,20.11,1.8024,Bend
sample (266).sor,10.055,0.1878,Normal
sample (2660).sor,20.11,1.6214,Bend
sample (2661).sor,20.11,1.8055,Bend
sample (2662).sor,20.11,1.6039,Bend
sample (2663).sor,20.11,1.7968,Bend
sample (2664).sor,20.11,1.5744,Bend
sample (2665).sor,20.11,1.829,Bend
sample (2666).sor,20.11,1.637,Bend
sample (2667).sor,20.11,1.8376,Bend
sample (2668).sor,20.11,1.6233,Bend
sample (2669).sor,20.11,1.7563,Bend
sample (267).sor,10.055,0.3743,Normal
sample (2670).sor,20.11,1.6103,Bend
sample (2671).sor,20.11,1.7716,Bend
sample (2672).sor,20.11,1.5693,Bend
sample (2673).sor,20.11,1.7961,Bend
sample (2674).sor,20.11,1.627,Bend
sample (2675).sor,20.11,1.8035,Bend
sample (2676).sor,20.11,1.6148,Bend
sample (2677).sor,20.11,1.7978,Bend
sample (2678).sor,20.11,1.6343,Bend
sample (2679).sor,20.11,1.8224,Bend
sample (268).sor,10.055,0.2222,Normal
sample (2680).sor,20.11,1.6098,Bend
sample (2681).sor,20.11,1.8074,Bend
sample (2682).sor,20.11,1.6106,Bend
sample (2683).sor,20.11,1.8157,Bend
sample (2684).sor,20.11,1.6095,Bend
sample (2685).sor,20.11,1.8247,Bend
sample (2686).sor,20.11,1.5958,Bend
sample (2687).sor,20.11,1.777,Bend
sample (2688).sor,20.11,1.6317,Bend
sample (2689).sor,20.11,1.7966,Bend
sample (269).sor,10.055,0.4479,Bend
sample (2690).sor,20.11,1.5886,Bend
sample (2691).sor,20.11,1.7923,Bend
sample (2692).sor,20.11,1.6537,Bend
sample (2693).sor,20.11,1.8303,Bend
sample (2694).sor,20.11,1.6391,Bend
sample (2695).sor,20.11,1.767,Bend
sample (2696).sor,20.11,1.5954,Bend
sample (2697).sor,20.11,1.8375,Bend
sample (2698).sor,20.11,1.6075,Bend
sample (2699).sor,20.11,1.7371,Bend
sample (27).sor,5.027,8.5139,Bend
sample (270).sor,10.055,0.2718,Normal
sample (2700).sor,20.11,1.5665,Bend
sample (2701).sor,20.11,1.7842,Bend
sample (2702).sor,20.11,1.6005,Bend
sample (2703).sor,20.11,1.7893,Bend
sample (2704).sor,20.11,1.6095,Bend
sample (2705).sor,20.11,1.7899,Bend
sample (2706).sor,20.11,1.5943,Bend
sample (2707).sor,20.11,1.8631,Bend
sample (2708).sor,20.11,1.621,Bend
sample (2709).sor,20.11,1.7738,Bend
sample (271).sor,10.055,0.4062,Bend
sample (2710).sor,20.11,1.5482,Bend
sample (2711).sor,20.11,1.7939,Bend
sample (2712).sor,20.11,1.6055,Bend
sample (2713).sor,20.11,1.7416,Bend
sample (2714).sor,20.11,1.5776,Bend
sample (2715).sor,20.11,1.8006,Bend
sample (2716).sor,20.11,1.5683,Bend
sample (2717).sor,20.11,1.7842,Bend
sample (2718).sor,20.11,1.5449,Bend
sample (2719).sor,20.11,1.8158,Bend
sample (272).sor,10.055,0.2394,Normal
sample (2720).sor,20.11,1.5885,Bend
sample (2721).sor,20.11,1.7491,Bend
sample (2722).sor,20.11,1.5637,Bend
sample (2723).sor,20.11,1.8068,Bend
sample (2724).sor,20.11,1.6041,Bend
sample (2725).sor,20.11,1.8075,Bend
sample (2726).sor,20.11,1.6306,Bend
sample (2727).sor,20.11,1.7777,Bend
